iter	MultiClass
407	0.3963945277
408	0.3962392144
409	0.3960173432
410	0.3958982582
411	0.3957362336
412	0.3956711707
413	0.3954274804
414	0.3951824863
415	0.3950343104
416	0.3943905349
417	0.3942796118
418	0.3941494389
419	0.3936550149
420	0.3932636158
421	0.3928445031
422	0.3923987528
423	0.39210466
424	0.3915487486
425	0.3914331785
426	0.3910003202
427	0.3907539754
428	0.3905214774
429	0.3903614566
430	0.3899891708
431	0.3898548166
432	0.389557416
433	0.389206597
434	0.3887439034
435	0.3884240552
436	0.3883020802
437	0.3878717346
438	0.3877727009
439	0.3873808203
440	0.3869493082
441	0.3865544453
442	0.3862177765
443	0.385808012
444	0.3855853715
445	0.3853912392
446	0.3849007768
447	0.384627834
448	0.3843823435
449	0.3841307188
450	0.3839756338
451	0.383861048
452	0.3837417788
453	0.3835167334
454	0.3833324686
455	0.3828563352
456	0.3823745717
457	0.3822397552
458	0.3817474207
459	0.3813539907
460	0.3812777909
461	0.3811401936
462	0.380697365
463	0.380437486
464	0.3803136112
465	0.3802424679
466	0.380112135
467	0.3798611768
468	0.3794397878
469	0.3792428185
470	0.3788554714
471	0.3785275424
472	0.3781703733
473	0.3777316763
474	0.3776249756
475	0.3775482698
476	0.3771256778
477	0.3770439119
478	0.3767817629
479	0.3767060357
480	0.3765884387
481	0.3763256079
482	0.3762412091
483	0.3760650607
484	0.3757681966
485	0.3754593828
486	0.3753341216
487	0.3751597632
488	0.3748698044
489	0.374596621
490	0.3741595526
491	0.3737461119
492	0.3736207824
493	0.3735206001
494	0.3731688904
495	0.3727173955
496	0.3725526767
497	0.3724478214
498	0.3721969512
499	0.3721018991
500	0.3718759237
501	0.3715448623
502	0.3713152389
503	0.3711919818
504	0.3707911876
505	0.3706090518
506	0.3705173367
507	0.37011455
508	0.3696395445
509	0.3695709419
510	0.369261972
511	0.3688387095
512	0.3687676361
513	0.3686686063
514	0.3683341405
515	0.3681291217
516	0.3680645893
517	0.3679761882
518	0.367883272
519	0.367619864
520	0.3672975668
521	0.367063788
522	0.3667446599
523	0.3665128641
524	0.3664050357
525	0.3663137405
526	0.3661924929
527	0.3658942648
528	0.3656265692
529	0.3652297832
530	0.3650202257
531	0.3647509269
532	0.3646755662
533	0.3643397999
534	0.3643109172
535	0.3641498465
536	0.3637744954
537	0.3635091449
538	0.3634499577
539	0.3630730635
540	0.3629733951
541	0.362890944
542	0.3627767926
543	0.3625831866
544	0.3625094537
545	0.3624358612
546	0.3622126212
547	0.3619815334
548	0.361625785
549	0.3612824399
550	0.3609752165
551	0.3606348673
552	0.3604152944
553	0.3603103139
554	0.3602285601
555	0.3599253236
556	0.3595154138
557	0.3594193056
558	0.3591756362
559	0.3591064285
560	0.3590367677
561	0.358744764
562	0.358403743
563	0.3583354596
564	0.3582821286
565	0.3578847997
566	0.3576595471
567	0.3573262984
568	0.3570385193
569	0.3566926849
570	0.356177271
571	0.3560212306
572	0.3556588053
573	0.3555506603
574	0.355351772
575	0.3553086394
576	0.3550088732
577	0.3547877094
578	0.3544259658
579	0.3541522057
580	0.3540717966
581	0.3538356625
582	0.353787636
583	0.3537249202
584	0.3535873138
585	0.3532903984
586	0.3531082857
587	0.3528742418
588	0.3526347627
589	0.352519403
590	0.3524650521
591	0.3523765294
592	0.3522840093
593	0.3520339499
594	0.3519606905
595	0.3518169688
596	0.3517299102
597	0.3516865332
598	0.3514316371
599	0.3512169198
600	0.3508948262
601	0.3507644384
602	0.3505931424
603	0.3501685706
604	0.3500863511
605	0.3499706256
606	0.3497496871
607	0.3495194519
608	0.349285054
609	0.3490913929
610	0.3489896602
611	0.3486882491
612	0.3483197032
613	0.3482083046
614	0.3481095345
615	0.3479430608
616	0.3478961947
617	0.3475699965
618	0.3474374683
619	0.3472775025
620	0.3469575846
621	0.3468620138
622	0.3466511416
623	0.3465398567
624	0.3463143287
625	0.3461433362
626	0.3460946793
627	0.3458929814
628	0.3457687856
629	0.3455869871
630	0.3454685496
631	0.345343351
632	0.3453116441
633	0.3452331146
634	0.3451597316
635	0.3449508998
636	0.3447310453
637	0.3446905871
638	0.34464029
639	0.3445941874
640	0.3445097093
641	0.344460271
642	0.3443955425
643	0.3442126855
644	0.344082131
645	0.3437933736
646	0.3437497663
647	0.3436841731
648	0.3435381625
649	0.3431220886
650	0.3428204539
651	0.3424358425
652	0.3423730573
653	0.3423324839
654	0.342133428
655	0.3420720281
656	0.3418465129
657	0.3416891183
658	0.3415360661
659	0.3413979019
660	0.3410406448
661	0.3409865425
662	0.340924065
663	0.3406339374
664	0.3405884797
665	0.3405499125
666	0.3404170043
667	0.3403807704
668	0.3402332263
669	0.3400360922
670	0.3399171534
671	0.3396768874
672	0.3391969602
673	0.3390346612
674	0.3388133879
675	0.3386579641
676	0.3385049626
677	0.338419108
678	0.3383253507
679	0.3381508915
680	0.3380208932
681	0.3378025422
682	0.3377778416
683	0.3377167989
684	0.3375696877
685	0.3371866558
686	0.3369059004
687	0.3366136849
688	0.3365611055
689	0.3363441576
690	0.336176003
691	0.3359339923
692	0.3355792802
693	0.3355271694
694	0.3353700617
695	0.3351433828
696	0.3350981832
697	0.3349376384
698	0.3347508567
699	0.3345536824
700	0.3344942961
701	0.3343008499
702	0.3342694504
703	0.3340226715
704	0.3339193462
705	0.3338032792
706	0.3336572577
707	0.3334278404
708	0.3332299161
709	0.3330872087
710	0.33301483
711	0.3329739532
712	0.3328017078
713	0.3326562381
714	0.3323602827
715	0.3323038989
716	0.33210907
717	0.3320370563
718	0.33167794
719	0.3315257046
720	0.3312863598
721	0.3311291249
722	0.3309387515
723	0.3308474431
724	0.3307518521
725	0.3305200162
726	0.3303093784
727	0.3300711034
728	0.3300174107
729	0.3299895336
730	0.3299480465
731	0.3297906399
732	0.3295849953
733	0.3295382204
734	0.3292990292
735	0.3290324803
736	0.328986196
737	0.3289095951
738	0.3287368018
739	0.3285152692
740	0.3282407847
741	0.3281028211
742	0.3280772846
743	0.3279166386
744	0.3277553013
745	0.3275726325
746	0.3275334244
747	0.327376385
748	0.3272342686
749	0.3270881577
750	0.3267170402
751	0.3265943351
752	0.3263163482
753	0.3261922328
754	0.3261465687
755	0.3260709243
756	0.3258946438
757	0.3257394849
758	0.3255157586
759	0.3252836351
760	0.3252289763
761	0.3251848595
762	0.3250493116
763	0.3249221376
764	0.3246639394
765	0.3245638016
766	0.3243867604
767	0.3241444381
768	0.3239749813
769	0.323898164
770	0.3237935717
771	0.3237649806
772	0.3237269322
773	0.3236866137
774	0.3235986291
775	0.3235360658
776	0.3234861543
777	0.323379376
778	0.323313167
779	0.322978028
780	0.3228396041
781	0.3226802412
782	0.3225032251
783	0.3224461445
784	0.322385569
785	0.3221997579
786	0.3221459957
787	0.3219084392
788	0.3218016822
789	0.3217229177
790	0.3215333371
791	0.3214987857
792	0.3214024538
793	0.3213072564
794	0.3211116014
795	0.3207659774
796	0.3206008509
797	0.3203711647
798	0.3202653811
799	0.3200536262
800	0.319959496
801	0.3197545892
802	0.3196632685
803	0.3194756728
804	0.3194023917
805	0.3192732367
806	0.3192174984
807	0.3190688575
808	0.3190293602
809	0.3189359677
810	0.3187879639
811	0.3184878279
812	0.3184148071
813	0.3183922525
814	0.318139396
815	0.3181140689
816	0.317883922
817	0.3177954289
818	0.3177544985
819	0.317471601
820	0.3174401948
821	0.3173998608
822	0.3171677335
823	0.3170853536
824	0.3169414204
825	0.3167129837
826	0.3165018133
827	0.3162627687
828	0.3160972291
829	0.3160296642
830	0.3159888964
831	0.3158814347
832	0.3157004264
833	0.3155624098
834	0.3154242779
835	0.3154097946
836	0.3153784239
837	0.3153250021
838	0.3151133568
839	0.3150764577
840	0.3150299964
841	0.3149407682
842	0.3147961813
843	0.3146992668
844	0.3146487147
845	0.3144829911
846	0.3144485364
847	0.3143357087
848	0.3142735788
849	0.3142475196
850	0.3141811902
851	0.3140210195
852	0.313914195
853	0.3137784597
854	0.3135463421
855	0.3133194906
856	0.3132600197
857	0.3132253879
858	0.3130690307
859	0.313036597
860	0.3129057398
861	0.3128563316
862	0.3127609674
863	0.3126977659
864	0.3126710452
865	0.3124613677
866	0.3123944768
867	0.3121161436
868	0.3120856777
869	0.3119998438
870	0.3119693009
871	0.3118425566
872	0.3118023701
873	0.3115715565
874	0.3114403038
875	0.3114101673
876	0.3113950945
877	0.3112863614
878	0.311244717
879	0.311064996
880	0.3109035902
881	0.3108646714
882	0.3108351688
883	0.3106858346
884	0.3105707284
885	0.3105537052
886	0.3104505013
887	0.3102819568
888	0.3101881372
889	0.3101560231
890	0.3101243784
891	0.3100189753
892	0.3099077264
893	0.3097995523
894	0.3096911761
895	0.3093891723
896	0.3093534324
897	0.3093264909
898	0.3092249806
899	0.3091481006
900	0.3090949047
901	0.3090603464
902	0.3088724015
903	0.308768932
904	0.3086777217
905	0.3084976179
906	0.3084311296
907	0.3081693129
908	0.3081325517
909	0.3080685389
910	0.3080228264
911	0.3079828881
912	0.3078553998
913	0.3077597595
914	0.3075877877
915	0.3074754599
916	0.307302307
917	0.3071869313
918	0.3071290054
919	0.3070638026
920	0.3069351572
921	0.3067885093
922	0.3067443096
923	0.3066968734
924	0.3066559423
925	0.3065990124
926	0.3064472587
927	0.3064103741
928	0.3061836332
929	0.3061200191
930	0.3060739775
931	0.3059804154
932	0.3059057777
933	0.305860662
934	0.3057393476
935	0.305595561
936	0.3055202766
937	0.3053370837
938	0.3051950944
939	0.3050658064
940	0.3049320311
941	0.3048721845
942	0.304802375
943	0.3047583102
944	0.3047378455
945	0.3045830758
946	0.3045080108
947	0.3044510656
948	0.3043124876
949	0.3041860496
950	0.3040578125
951	0.3039421143
952	0.303909563
953	0.3038788667
954	0.303692569
955	0.3035404569
956	0.3035089408
957	0.3034834098
958	0.3034518903
959	0.3032826131
960	0.3031880298
961	0.3031279416
962	0.3030369582
963	0.3028080858
964	0.3027768535
965	0.302721032
966	0.3025435079
967	0.3024624303
968	0.3022871765
969	0.302241118
970	0.3020209304
971	0.3019045406
972	0.3017748486
973	0.3016855265
974	0.301617822
975	0.301476233
976	0.3013726743
977	0.3012149238
978	0.3011491475
979	0.3011292404
980	0.3011104926
981	0.3010150195
982	0.3009855601
983	0.3008875059
984	0.3007829561
985	0.300624576
986	0.300578049
987	0.3003966396
988	0.3003370075
989	0.3002489673
990	0.3002315586
991	0.3002120036
992	0.3001671111
993	0.3000573625
994	0.299964555
995	0.2998262445
996	0.2997362159
997	0.2996513073
998	0.2995942425
999	0.299572708
